Time, gx1, gy1, gz1, gx2, gy2, gz2, ax1, ay1, az1, ax2, ay2, az2
17788, -6.40, 1.47, -286.72, 0.96, -4.70, -205.91, 0.30, -1.59, 0.01, 0.03, -1.05, -0.12, 
17797, -4.62, 0.74, -286.72, -3.06, -3.27, -203.74, 0.28, -1.60, 0.03, 0.03, -1.01, 0.01, 
17805, -4.37, -4.45, -286.72, -3.76, -7.47, -200.80, 0.25, -1.60, 0.07, -0.08, -0.99, 0.02, 
17812, -3.84, -24.50, -286.72, -3.98, -4.16, -198.25, 0.18, -1.60, 0.04, -0.06, -1.00, -0.02, 
17822, -3.04, -23.76, -286.72, -2.79, -5.38, -195.02, 0.08, -1.60, 0.00, -0.12, -0.98, 0.05, 
17830, 0.47, -6.67, -286.72, 1.37, -6.73, -193.05, 0.07, -1.60, 0.02, -0.16, -0.99, 0.02, 
17837, 1.79, -0.71, -286.72, 0.25, -4.58, -190.81, 0.02, -1.60, 0.05, -0.17, -0.98, 0.02, 
17846, 0.88, -2.00, -286.72, -1.93, -4.63, -188.11, -0.00, -1.58, 0.01, -0.22, -1.00, 0.02, 
17854, 1.80, -10.75, -286.72, -2.70, -4.36, -185.40, -0.05, -1.55, 0.01, -0.14, -1.01, -0.18, 
17861, 3.28, -21.10, -286.72, -4.37, -7.28, -182.53, -0.13, -1.51, -0.00, -0.13, -1.01, -0.19, 
17871, 4.39, -18.67, -286.72, -4.24, -4.59, -180.42, -0.19, -1.53, 0.03, -0.26, -0.96, 0.08, 
17879, 3.19, 0.41, -286.72, 0.16, -4.69, -178.31, -0.23, -1.48, -0.03, -0.29, -0.95, 0.06, 
17886, 3.73, 6.66, -286.72, 0.48, -5.26, -175.99, -0.24, -1.46, -0.04, -0.29, -0.97, 0.01, 
17895, 5.43, -3.69, -286.72, 0.47, -4.45, -173.85, -0.31, -1.42, 0.04, -0.34, -0.95, 0.04, 
17903, 2.80, -7.67, -286.72, 0.66, -4.22, -171.13, -0.35, -1.39, 0.01, -0.37, -0.95, 0.03, 
17910, 4.40, -4.95, -286.72, -0.10, -3.98, -168.88, -0.38, -1.34, 0.02, -0.41, -0.95, 0.03, 
17919, 4.67, -2.14, -286.72, 0.40, -4.57, -166.50, -0.40, -1.32, 0.01, -0.43, -0.94, 0.02, 
17927, 2.95, -3.29, -286.72, 0.06, -4.25, -164.11, -0.42, -1.26, -0.02, -0.44, -0.91, 0.05, 
17935, 4.03, -6.67, -286.72, 1.24, -4.57, -161.41, -0.44, -1.22, 0.00, -0.45, -0.93, 0.04, 
17944, 3.58, -10.33, -286.72, 1.27, -4.54, -158.23, -0.46, -1.19, 0.02, -0.49, -0.91, 0.04, 
17952, 3.17, -11.05, -284.45, 2.76, -6.05, -155.13, -0.48, -1.14, -0.00, -0.51, -0.89, 0.06, 
17959, 4.73, -6.83, -272.49, 5.68, -6.80, -152.06, -0.48, -1.11, 0.01, -0.53, -0.89, 0.03, 
17968, 4.87, -5.10, -259.95, 5.64, -5.50, -148.37, -0.48, -1.07, 0.01, -0.56, -0.89, 0.00, 
17976, 4.45, -8.23, -249.94, 3.02, -4.66, -144.65, -0.48, -1.03, 0.01, -0.58, -0.87, 0.06, 
17983, 5.22, -13.27, -237.76, 3.40, -4.31, -140.25, -0.49, -1.00, 0.02, -0.59, -0.86, 0.05, 
17992, 6.62, -13.79, -227.02, 4.29, -4.14, -136.14, -0.49, -0.97, 0.04, -0.60, -0.87, 0.02, 
18001, 6.57, -10.37, -215.10, 3.86, -3.42, -131.19, -0.48, -0.93, 0.03, -0.63, -0.84, 0.03, 
18008, 7.16, -7.85, -202.38, 4.03, -3.20, -125.82, -0.46, -0.89, 0.02, -0.66, -0.83, 0.06, 
18017, 8.65, -9.17, -192.61, 3.59, -2.80, -120.86, -0.46, -0.87, 0.04, -0.67, -0.83, 0.04, 
18025, 9.11, -13.06, -180.61, 3.19, -2.42, -114.97, -0.47, -0.84, 0.04, -0.69, -0.82, 0.05, 
18032, 10.53, -9.50, -170.56, 3.97, -2.37, -109.37, -0.44, -0.81, 0.05, -0.69, -0.81, 0.04, 
18041, 11.10, -4.22, -159.60, 3.50, -1.92, -102.34, -0.43, -0.78, 0.04, -0.72, -0.82, 0.03, 
18049, 12.82, -2.22, -149.71, 3.15, -1.51, -95.60, -0.42, -0.75, 0.04, -0.73, -0.78, 0.09, 
18057, 13.03, -6.29, -139.02, 3.77, -1.01, -89.15, -0.39, -0.75, 0.04, -0.74, -0.79, 0.03, 
18066, 14.13, -13.47, -127.74, 2.48, -0.67, -81.24, -0.40, -0.72, 0.05, -0.74, -0.78, 0.04, 
18074, 15.68, -8.32, -119.82, 3.09, -0.57, -74.31, -0.40, -0.70, 0.06, -0.74, -0.78, 0.06, 
18081, 16.07, -3.18, -110.00, 3.80, -0.16, -66.34, -0.39, -0.68, 0.03, -0.77, -0.77, 0.02, 
18090, 16.41, 0.81, -101.42, 4.00, 1.15, -59.34, -0.37, -0.67, 0.03, -0.78, -0.77, 0.05, 
18098, 16.97, 1.15, -91.71, 3.14, 1.02, -50.72, -0.36, -0.66, 0.04, -0.78, -0.76, 0.04, 
18105, 16.87, 0.06, -83.73, 1.98, 1.03, -43.09, -0.35, -0.66, 0.03, -0.76, -0.76, 0.04, 
18113, 16.88, 8.93, -75.73, 0.89, 0.67, -35.12, -0.33, -0.63, 0.07, -0.78, -0.76, 0.05, 
18121, 19.23, 6.46, -65.43, 1.80, 0.74, -25.92, -0.38, -0.64, 0.01, -0.78, -0.75, 0.04, 
18128, 17.18, 15.63, -58.53, 2.70, 1.43, -18.25, -0.31, -0.64, 0.06, -0.79, -0.75, 0.04, 
18137, 16.07, 6.64, -50.66, 3.49, 2.19, -10.54, -0.35, -0.62, 0.02, -0.79, -0.75, 0.03, 
18145, 14.39, 10.89, -42.97, 3.48, 2.19, -1.65, -0.33, -0.59, -0.03, -0.80, -0.75, 0.05, 
18152, 16.79, 3.92, -34.09, 2.83, 1.88, 6.72, -0.35, -0.59, -0.00, -0.80, -0.76, 0.03, 
18160, 13.90, -6.00, -24.86, 2.55, 1.28, 14.72, -0.40, -0.60, -0.04, -0.78, -0.75, 0.07, 
18167, 11.31, -4.60, -16.13, 4.60, 1.83, 22.76, -0.41, -0.59, -0.08, -0.79, -0.76, 0.05, 
18176, 13.45, 8.16, -5.84, 5.50, 3.19, 29.77, -0.40, -0.59, -0.02, -0.77, -0.76, 0.02, 
18184, 11.63, 10.29, 2.84, 4.65, 3.75, 37.10, -0.39, -0.59, 0.02, -0.78, -0.77, 0.01, 
18191, 8.69, 4.66, 12.26, 2.19, 3.04, 44.38, -0.40, -0.59, -0.00, -0.77, -0.76, 0.05, 
18199, 7.96, 0.24, 21.66, 2.55, 3.28, 51.99, -0.43, -0.61, -0.01, -0.76, -0.76, 0.06, 
18207, 7.13, 2.07, 31.34, 4.12, 3.73, 59.82, -0.44, -0.61, 0.01, -0.76, -0.77, 0.05, 
18213, 5.41, 3.45, 41.00, 5.74, 4.53, 66.53, -0.45, -0.62, 0.01, -0.76, -0.77, 0.03, 
18222, 3.85, 1.07, 53.45, 5.71, 2.25, 73.39, -0.45, -0.63, 0.00, -0.75, -0.78, 0.05, 
18229, 2.70, -0.68, 62.85, 5.71, 3.86, 79.98, -0.48, -0.64, 0.01, -0.73, -0.79, 0.05, 
18236, 1.31, -0.72, 73.71, 5.72, 3.70, 85.92, -0.49, -0.66, 0.01, -0.72, -0.80, 0.04, 
18245, 0.13, -0.36, 84.82, 6.35, 5.19, 92.39, -0.50, -0.67, 0.02, -0.71, -0.80, 0.02, 
18251, -1.16, -2.01, 96.01, 6.79, 5.40, 98.27, -0.52, -0.68, 0.02, -0.71, -0.81, 0.08, 
18260, -2.70, -3.48, 107.82, 7.48, 5.18, 103.99, -0.53, -0.70, 0.01, -0.69, -0.80, 0.10, 
18268, -3.08, -3.71, 121.21, 7.61, 5.29, 110.05, -0.56, -0.72, 0.01, -0.67, -0.83, 0.05, 
18275, -6.70, -4.60, 133.73, 5.73, 4.45, 115.21, -0.56, -0.73, 0.02, -0.66, -0.83, 0.04, 
18284, -5.34, -5.82, 145.88, 6.40, 4.96, 122.51, -0.58, -0.75, 0.03, -0.64, -0.84, 0.03, 
18292, -6.08, -5.92, 160.89, 6.33, 5.24, 125.13, -0.60, -0.78, 0.03, -0.63, -0.85, 0.06, 
18299, -7.13, -5.64, 173.89, 8.79, 5.62, 129.29, -0.61, -0.80, 0.04, -0.61, -0.86, 0.03, 
18307, -8.12, -5.64, 187.22, 7.77, 6.39, 133.30, -0.62, -0.83, 0.04, -0.59, -0.88, 0.00, 
18315, -9.58, -5.80, 202.83, 3.89, 7.49, 136.82, -0.64, -0.86, 0.02, -0.58, -0.85, 0.13, 
18322, -9.41, -4.80, 216.51, 6.22, 6.25, 140.02, -0.65, -0.87, 0.03, -0.56, -0.87, 0.06, 
18331, -8.92, -3.96, 232.62, 5.37, 5.69, 142.97, -0.65, -0.91, 0.06, -0.53, -0.88, 0.05, 
18339, -10.60, -5.17, 246.81, 6.79, 6.21, 145.24, -0.66, -0.93, 0.04, -0.51, -0.89, 0.05, 
18346, -10.99, -3.78, 261.12, 6.87, 5.93, 147.64, -0.66, -0.97, 0.02, -0.47, -0.92, 0.00, 
18355, -10.38, -3.18, 277.25, 4.68, 5.99, 149.28, -0.67, -1.01, 0.04, -0.48, -0.93, 0.02, 
18363, -11.60, -2.60, 286.68, 3.09, 5.73, 150.72, -0.66, -1.05, 0.04, -0.43, -0.92, 0.06, 
18370, -12.51, -2.35, 286.68, 4.34, 5.31, 151.59, -0.67, -1.09, 0.01, -0.42, -0.92, 0.13, 
18379, -12.36, -0.04, 286.68, 6.79, 4.87, 152.69, -0.64, -1.12, 0.03, -0.40, -0.95, 0.01, 
18386, -12.08, 1.63, 286.68, 4.76, 5.10, 152.92, -0.63, -1.17, 0.04, -0.39, -0.96, 0.01, 
18395, -14.50, 9.10, 286.68, 4.18, 5.57, 153.16, -0.60, -1.20, 0.01, -0.37, -0.96, -0.02, 
18403, -13.64, 10.07, 286.68, 1.51, 6.42, 153.36, -0.56, -1.25, 0.02, -0.30, -0.96, 0.02, 
18410, -11.85, 15.62, 286.68, 1.31, 4.28, 153.37, -0.55, -1.31, 0.06, -0.31, -0.96, 0.09, 
18419, -13.66, 27.84, 286.68, 4.10, 5.78, 153.36, -0.53, -1.32, 0.01, -0.32, -0.99, 0.01, 
18427, -12.40, 41.82, 286.68, 3.97, 10.63, 153.35, -0.43, -1.38, 0.01, -0.29, -0.97, 0.07, 
18434, -8.57, 49.81, 286.68, 5.15, 9.68, 153.37, -0.35, -1.43, 0.05, -0.25, -0.98, 0.03, 
18443, -5.00, 45.65, 286.68, 1.80, 9.43, 153.94, -0.23, -1.44, 0.09, -0.26, -0.98, 0.08, 
18451, -5.84, 28.85, 286.68, 1.58, 10.46, 154.74, -0.23, -1.49, 0.08, -0.25, -1.00, 0.02, 
18458, -6.02, 13.39, 286.68, 6.27, 6.87, 155.96, -0.14, -1.51, 0.00, -0.15, -0.98, -0.00, 
18467, -3.05, 10.60, 286.68, 6.96, 6.53, 157.69, -0.08, -1.53, 0.02, -0.15, -0.99, -0.10, 
18475, -3.57, 16.63, 286.68, 4.47, 6.54, 159.81, 0.02, -1.54, 0.02, -0.18, -1.01, 0.01, 
18481, -3.38, 13.08, 286.68, 1.86, 7.81, 161.66, 0.11, -1.55, 0.03, -0.17, -0.93, 0.18, 
18490, -2.11, 6.17, 286.68, 3.88, 10.63, 163.82, 0.12, -1.54, 0.05, -0.11, -1.00, 0.08, 
18498, 0.10, 19.32, 286.68, 2.48, 9.64, 167.60, 0.24, -1.53, 0.11, -0.08, -1.00, 0.05, 
18505, -0.90, 16.95, 286.68, 4.86, 7.25, 170.78, 0.30, -1.53, 0.06, -0.09, -1.00, 0.02, 
18514, -0.41, 15.84, 286.68, 5.05, 8.00, 174.41, 0.37, -1.50, 0.00, -0.07, -1.00, 0.04, 
18521, 2.20, 9.35, 286.68, 5.93, 7.79, 177.88, 0.39, -1.50, 0.06, -0.05, -0.99, -0.02, 
18528, 2.45, 11.67, 286.68, 3.74, 7.80, 181.88, 0.45, -1.46, 0.05, 0.01, -0.99, 0.07, 
18537, 1.92, 9.90, 286.68, 4.80, 8.12, 185.46, 0.48, -1.44, -0.01, -0.01, -0.98, 0.06, 
18544, 3.38, 12.26, 286.68, 5.55, 10.20, 189.08, 0.52, -1.43, -0.02, 0.08, -1.00, 0.02, 
18552, 5.42, 15.05, 286.68, 4.54, 9.50, 192.31, 0.56, -1.42, 0.01, 0.06, -1.02, -0.11, 
18560, 4.69, 17.05, 286.68, 5.37, 10.49, 195.61, 0.57, -1.39, 0.00, 0.10, -1.00, -0.00, 
18567, 5.01, 13.33, 286.68, 5.38, 10.99, 198.18, 0.59, -1.37, -0.04, 0.14, -0.98, -0.01, 
18576, 6.01, 8.49, 286.68, 4.51, 9.34, 200.72, 0.59, -1.35, -0.03, 0.12, -0.96, 0.11, 
18583, 6.06, 11.50, 279.68, 6.65, 6.91, 202.83, 0.58, -1.33, -0.01, 0.17, -0.96, -0.01, 
18590, 5.86, 16.02, 262.68, 6.16, 9.81, 204.46, 0.64, -1.32, -0.02, 0.19, -0.93, 0.06, 
18599, 5.07, 6.62, 247.31, 6.39, 11.94, 205.39, 0.59, -1.31, -0.05, 0.26, -0.93, 0.11, 
18607, 6.79, 5.91, 232.40, 5.92, 10.03, 206.46, 0.60, -1.29, -0.02, 0.55, -0.96, 0.07, 
18613, 5.69, 3.32, 217.52, 7.45, 10.69, 206.47, 0.57, -1.29, -0.01, 0.38, -0.88, 0.04, 
18622, 5.08, 5.50, 202.68, 6.72, 12.03, 206.04, 0.57, -1.27, -0.03, 0.34, -0.90, 0.01, 
18630, 5.30, 6.84, 186.17, 6.80, 11.32, 205.06, 0.56, -1.26, -0.04, 0.39, -0.90, 0.05, 
18637, 5.49, 2.25, 172.48, 7.77, 11.59, 203.69, 0.54, -1.23, -0.03, 0.43, -0.89, -0.01, 
18645, 5.54, -0.30, 158.87, 7.02, 9.63, 201.82, 0.51, -1.22, -0.00, 0.43, -0.88, -0.03, 
18652, 4.87, -2.53, 145.78, 6.76, 6.06, 199.65, 0.48, -1.20, -0.01, 0.44, -0.87, 0.03, 
18661, 4.22, -1.97, 131.95, 7.94, 7.69, 196.18, 0.45, -1.18, -0.02, 0.44, -0.87, 0.03, 
18669, 4.89, -1.37, 120.12, 7.14, 9.02, 193.24, 0.44, -1.16, 0.01, 0.50, -0.79, -0.04, 
18675, 5.29, -1.90, 109.06, 4.19, 6.07, 189.10, 0.40, -1.14, 0.03, 0.45, -0.83, 0.10, 
18684, 4.72, -3.75, 98.93, 9.18, 8.72, 184.61, 0.39, -1.12, 0.03, 0.56, -0.82, 0.04, 
18692, 5.22, -5.92, 89.27, 8.06, 5.08, 179.86, 0.34, -1.11, 0.02, 0.58, -0.83, 0.01, 
18698, 5.36, -4.81, 80.15, 10.15, 1.76, 174.46, 0.31, -1.08, 0.04, 0.59, -0.81, 0.08, 
18707, 6.19, -0.09, 71.81, 7.82, 1.90, 167.93, 0.29, -1.06, 0.03, 0.59, -0.80, 0.05, 
18713, 5.91, -3.61, 64.23, 8.82, 6.83, 161.55, 0.26, -1.03, 0.03, 0.63, -0.79, -0.01, 
18722, 6.34, -4.40, 57.39, 6.90, 5.85, 154.83, 0.22, -1.01, 0.01, 0.64, -0.77, 0.03, 
18729, 6.75, -5.48, 50.63, 6.77, 5.69, 147.87, 0.19, -0.97, 0.04, 0.66, -0.76, 0.03, 
18736, 7.35, -8.92, 44.96, 4.68, 5.10, 139.96, 0.18, -0.94, 0.05, 0.69, -0.75, 0.01, 
18745, 7.53, -9.14, 40.05, 8.02, 4.07, 132.85, 0.17, -0.91, 0.05, 0.69, -0.74, 0.02, 
18752, 7.79, -15.25, 35.65, 8.04, 4.94, 125.08, 0.14, -0.90, 0.02, 0.72, -0.74, 0.03, 
18759, 8.20, -18.48, 31.92, 8.00, 3.83, 116.78, 0.10, -0.87, 0.02, 0.72, -0.75, -0.01, 
18768, 8.73, -15.01, 28.51, 7.09, 5.26, 107.72, 0.09, -0.84, 0.03, 0.74, -0.72, 0.02, 
18774, 8.78, -8.55, 25.56, 7.02, 4.94, 96.71, 0.07, -0.81, 0.04, 0.75, -0.72, 0.00, 
18783, 9.56, -7.77, 22.86, 6.78, 4.39, 87.63, 0.08, -0.79, 0.03, 0.76, -0.71, 0.01, 
18790, 9.70, -10.62, 20.63, 6.84, 3.40, 80.66, 0.06, -0.77, 0.04, 0.76, -0.70, 0.02, 
18797, 10.19, -13.93, 18.62, 6.45, 3.82, 71.57, 0.05, -0.75, 0.04, 0.77, -0.70, 0.00, 
18805, 10.17, -16.91, 17.23, 6.28, 3.96, 60.28, 0.03, -0.73, 0.07, 0.77, -0.69, 0.01, 
18813, 10.22, -16.82, 13.45, 5.68, 4.10, 50.76, 0.02, -0.72, 0.04, 0.79, -0.68, 0.03, 
18820, 9.21, -16.62, 14.21, 5.49, 2.79, 40.69, 0.02, -0.70, 0.00, 0.78, -0.68, 0.02, 
18828, 11.23, -16.69, 12.99, 6.11, 3.13, 31.28, 0.03, -0.69, 0.04, 0.81, -0.68, 0.00, 
18835, 11.57, -10.27, 12.04, 5.51, 3.05, 21.32, -0.01, -0.69, 0.06, 0.81, -0.67, 0.04, 
18843, 10.40, -2.87, 10.96, 5.08, 2.53, 11.28, 0.01, -0.69, 0.03, 0.79, -0.68, 0.03, 
18851, 10.95, 0.81, 9.84, 5.45, 3.29, 1.20, 0.01, -0.68, 0.03, 0.80, -0.68, 0.01, 
18857, 11.97, 2.42, 8.74, 5.58, 3.47, -8.69, 0.01, -0.69, 0.07, 0.79, -0.68, 0.00, 
18866, 12.13, 5.88, 7.64, 5.39, 2.00, -18.46, 0.03, -0.70, 0.05, 0.79, -0.68, 0.00, 
18873, 10.36, 9.79, 6.32, 4.87, 1.25, -28.43, 0.02, -0.70, 0.02, 0.79, -0.68, 0.03, 
18880, 11.39, 11.78, 4.73, 4.77, 2.05, -37.91, 0.05, -0.71, 0.05, 0.79, -0.68, 0.01, 
18888, 12.31, 12.67, 2.97, 4.45, 1.91, -47.85, 0.09, -0.73, 0.08, 0.74, -0.70, -0.00, 
18895, 9.90, 2.30, 0.88, 4.72, 5.35, -57.47, 0.06, -0.74, 0.04, 0.80, -0.70, 0.01, 
18903, 8.76, -0.85, -1.14, 4.97, -0.65, -66.66, 0.06, -0.75, -0.01, 0.77, -0.70, 0.01, 
18911, 11.06, -1.09, -3.72, 2.70, -1.65, -75.42, 0.10, -0.78, 0.02, 0.74, -0.71, -0.01, 
18918, 10.32, -3.12, -6.77, 2.85, -1.05, -85.85, 0.09, -0.79, 0.05, 0.72, -0.70, 0.03, 
18926, 8.59, 1.36, -9.91, 3.03, -0.09, -94.80, 0.12, -0.82, 0.03, 0.73, -0.71, 0.03, 
18934, 8.40, 5.86, -14.05, 2.77, 2.80, -103.68, 0.14, -0.84, 0.02, 0.75, -0.75, -0.03, 
18941, 8.67, 7.01, -18.34, 2.52, 0.59, -111.97, 0.17, -0.87, 0.05, 0.72, -0.75, 0.02, 
18949, 8.29, 6.04, -23.05, -1.04, -0.74, -119.65, 0.20, -0.90, 0.06, 0.71, -0.68, 0.11, 
18956, 6.54, 3.89, -28.47, 3.25, -1.39, -129.47, 0.21, -0.91, 0.03, 0.68, -0.78, -0.11, 
18965, 7.14, 2.54, -34.43, -1.70, -1.74, -135.70, 0.25, -0.94, 0.03, 0.68, -0.78, 0.01, 
18973, 7.09, 3.16, -41.73, -0.63, -2.55, -142.86, 0.26, -0.97, 0.05, 0.63, -0.78, 0.00, 
18980, 5.72, 6.56, -49.09, -0.04, -1.92, -149.14, 0.30, -0.99, 0.03, 0.63, -0.79, -0.00, 
18989, 4.92, 7.46, -57.06, -0.67, -1.50, -156.23, 0.33, -1.02, 0.03, 0.61, -0.80, 0.01, 
18996, 4.79, 6.41, -66.86, -1.23, -2.74, -161.97, 0.36, -1.04, 0.03, 0.57, -0.81, 0.05, 
19003, 4.06, 5.29, -76.04, -0.80, -2.99, -167.48, 0.39, -1.06, 0.03, 0.56, -0.78, 0.08, 
19012, 3.33, 4.58, -85.81, 1.90, -3.89, -173.01, 0.41, -1.07, 0.02, 0.52, -0.92, -0.07, 
19020, 2.51, 5.58, -98.31, 0.50, -7.94, -177.28, 0.43, -1.10, 0.01, 0.49, -0.85, -0.02, 
19027, 1.84, 6.54, -109.41, 2.11, 2.46, -181.28, 0.53, -1.12, 0.02, 0.60, -0.89, 0.01, 
19035, 0.86, 8.67, -121.24, -1.66, -3.18, -185.09, 0.47, -1.13, -0.00, 0.46, -0.89, -0.06, 
19043, -0.14, 9.12, -135.45, -2.56, -7.78, -188.09, 0.52, -1.15, 0.00, 0.44, -0.87, -0.02, 
19051, -0.95, 10.63, -148.56, -0.88, -2.65, -190.96, 0.54, -1.17, 0.02, 0.40, -0.91, -0.08, 
19060, -2.44, 11.70, -163.94, -1.28, -4.65, -193.04, 0.57, -1.19, 0.01, 0.38, -0.89, 0.04, 
19068, -3.80, 11.20, -178.25, -0.80, -6.39, -194.82, 0.59, -1.20, -0.00, 0.35, -0.91, 0.03, 
19075, -5.02, 9.17, -194.78, -2.80, -2.61, -195.80, 0.61, -1.21, 0.00, 0.31, -0.95, 0.12, 
19084, -5.93, 6.34, -211.58, -1.39, -14.36, -195.74, 0.62, -1.24, 0.02, 0.28, -0.93, -0.01, 
19092, -7.41, 0.03, -226.95, -1.92, -5.28, -195.62, 0.64, -1.25, 0.03, 0.24, -0.95, -0.01, 
19099, -7.95, -4.78, -244.29, -0.88, -2.49, -195.34, 0.60, -1.27, -0.03, 0.27, -0.96, 0.00, 
19108, -9.37, 9.48, -259.18, -0.45, -2.68, -194.36, 0.64, -1.29, -0.02, 0.22, -0.96, 0.01, 
19116, -10.39, 7.18, -276.43, 0.11, -1.87, -193.14, 0.61, -1.31, -0.00, 0.20, -0.96, 0.04, 
19123, -11.08, 7.63, -286.72, 0.84, -4.76, -190.63, 0.61, -1.31, 0.01, 0.11, -0.98, -0.02, 
19132, -12.18, 0.81, -286.72, -0.23, -1.04, -188.34, 0.54, -1.33, 0.02, 0.09, -0.96, 0.06, 
19141, -10.36, 2.64, -286.72, -1.71, -5.70, -185.85, 0.54, -1.39, 0.04, 0.10, -0.99, 0.04, 
19148, -14.31, 12.48, -286.72, -1.79, -3.13, -183.53, 0.50, -1.40, 0.01, 0.05, -0.98, 0.03, 
19157, -13.75, 16.52, -286.72, -0.58, -4.43, -179.70, 0.53, -1.44, 0.03, 0.07, -1.00, 0.02, 
19165, -14.27, 3.92, -286.72, 1.00, -4.09, -176.55, 0.49, -1.45, 0.02, -0.01, -0.99, 0.05, 
19172, -16.06, -24.12, -286.72, 1.40, -3.98, -173.01, 0.44, -1.47, 0.02, -0.04, -0.99, 0.02, 
19181, -13.81, -40.33, -286.72, -1.02, -5.66, -169.36, 0.38, -1.48, 0.02, -0.08, -0.99, 0.03, 
19190, -9.35, -28.58, -286.72, -0.96, -5.19, -165.91, 0.22, -1.51, 0.11, -0.05, -0.99, 0.08, 
19197, -8.28, -4.03, -286.72, 0.25, -4.33, -163.23, 0.21, -1.54, 0.05, -0.07, -0.99, 0.05, 
19206, -8.25, -4.49, -286.72, 0.04, -1.59, -161.24, 0.20, -1.54, 0.00, -0.09, -1.01, 0.07, 
19214, -6.33, -25.07, -286.72, 1.02, -4.15, -158.18, 0.08, -1.54, 0.06, -0.14, -1.01, -0.02, 
19221, -5.51, -33.85, -286.72, -1.73, -5.80, -155.41, -0.07, -1.52, 0.01, -0.13, -0.97, 0.10, 
19231, -0.55, -26.19, -286.72, 1.07, -4.04, -154.05, -0.11, -1.51, 0.01, -0.14, -1.03, 0.00, 
19239, 2.25, -8.19, -286.72, 0.27, -2.63, -153.40, -0.18, -1.50, 0.05, -0.19, -1.00, 0.03, 
19246, 0.86, 0.22, -286.72, -1.51, -2.79, -152.33, -0.23, -1.46, 0.01, -0.22, -1.06, -0.08, 
19255, 3.23, -12.05, -286.72, -3.82, -2.32, -151.70, -0.28, -1.43, 0.03, -0.18, -0.99, -0.02, 
19263, 5.76, -21.92, -286.72, -5.96, -2.20, -151.71, -0.49, -1.44, 0.07, -0.22, -0.98, 0.12, 
19271, 3.64, -7.67, -286.72, 1.38, -4.28, -151.41, -0.44, -1.35, 0.04, -0.27, -1.02, -0.03, 
19280, 7.07, -1.39, -286.72, -0.67, -3.40, -152.30, -0.47, -1.31, 0.02, -0.28, -0.98, 0.02, 
19288, 8.65, -2.28, -286.72, -1.08, -2.28, -152.18, -0.51, -1.30, 0.04, -0.29, -0.97, 0.10, 
19295, 5.96, -8.00, -286.72, 0.85, -3.44, -152.20, -0.54, -1.23, 0.01, -0.33, -0.94, 0.11, 
19304, 7.73, -10.43, -286.72, -0.81, -3.71, -152.05, -0.59, -1.20, 0.01, -0.35, -0.94, 0.09, 
19312, 9.02, -11.43, -286.72, 1.57, -4.22, -152.48, -0.61, -1.16, 0.03, -0.35, -0.95, 0.05, 
19320, 7.53, -9.31, -286.72, 0.16, -3.54, -152.16, -0.62, -1.11, -0.01, -0.39, -0.95, 0.03, 
19329, 8.25, -8.71, -286.72, 0.09, -3.54, -151.83, -0.62, -1.08, -0.02, -0.41, -0.96, 0.02, 
19337, 8.74, -9.96, -283.75, 0.40, -3.11, -151.04, -0.63, -1.05, 0.01, -0.43, -0.93, 0.05, 
19344, 8.00, -9.64, -269.52, 1.07, -3.73, -149.47, -0.64, -1.00, 0.00, -0.47, -0.92, 0.06, 
19353, 8.08, -8.44, -253.34, 1.33, -4.56, -148.02, -0.63, -0.98, -0.01, -0.49, -0.92, 0.04, 
19361, 8.78, -8.79, -237.26, 1.48, -4.05, -145.97, -0.63, -0.96, -0.00, -0.49, -0.91, 0.04, 
19368, 8.17, -8.15, -223.20, 1.87, -3.73, -143.98, -0.61, -0.93, -0.00, -0.50, -0.89, 0.06, 
19377, 8.18, -12.43, -207.63, 2.91, -4.10, -141.04, -0.61, -0.90, -0.00, -0.54, -0.88, 0.06, 
19386, 8.68, -12.14, -191.45, 4.35, -4.90, -137.26, -0.61, -0.87, 0.02, -0.56, -0.87, 0.05, 
19393, 8.44, -5.72, -178.54, 4.26, -3.94, -134.08, -0.59, -0.85, 0.00, -0.59, -0.87, 0.05, 
19402, 8.45, -2.96, -163.69, 3.58, -3.28, -129.80, -0.57, -0.83, -0.01, -0.59, -0.87, 0.04, 
19410, 9.66, -2.82, -150.77, 3.27, -2.77, -125.13, -0.55, -0.81, 0.02, -0.63, -0.85, 0.04, 
19417, 8.82, -4.33, -136.59, 3.69, -2.50, -120.76, -0.53, -0.79, 0.01, -0.64, -0.84, 0.06, 
19426, 8.58, -3.68, -124.64, 4.47, -2.72, -114.91, -0.53, -0.77, -0.00, -0.65, -0.84, 0.04, 
19434, 9.59, -2.21, -111.12, 4.37, -2.37, -109.91, -0.51, -0.76, 0.02, -0.67, -0.83, 0.03, 
19442, 9.60, -0.69, -97.55, 3.45, -1.85, -103.77, -0.49, -0.74, 0.03, -0.67, -0.82, 0.04, 
19450, 9.28, -0.88, -87.26, 3.68, -1.83, -98.26, -0.47, -0.72, 0.02, -0.69, -0.81, 0.05, 
19458, 10.29, -1.67, -76.64, 4.10, -1.46, -90.97, -0.45, -0.71, 0.04, -0.71, -0.81, 0.04, 
19465, 10.39, 0.25, -65.20, 4.78, -1.26, -84.88, -0.44, -0.70, 0.05, -0.71, -0.81, 0.04, 
19474, 10.00, 1.72, -55.57, 4.66, -0.77, -78.29, -0.42, -0.69, 0.03, -0.73, -0.80, 0.04, 
